Join_Count,TARGET_FID,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Local_Auth,x,y,geo_area,EU_zone_ag,NO2_2016,NO2_2020,NO2_change,FID_1,DataZone_1,LAName_1,SAPE2014,WASAPE2014,Rank,Quintile,Decile,Vigintile,Percentile,IncRate_1,IncNumDep_1,IncRank,EmpRate_1,EmpNumDep_1,EmpRank_1,HlthCIF_1,HlthAlcSR_1,HlthDrugSR_1,HlthSMR_1,HlthDprsPc_1,HlthLBWTPc_1,HlthEmrgSR,HlthRank_1,EduAttend_1,EduAttain_1,EduNoQuals_1,EduNEET,EduHESA,EduRank_1,GAccPetrol_1,GAccDTGP_1,GAccDTPost_1,GAccDTPsch_1,GAccDTRet_1,GAccDTSsch_1,GAccPTGP_1,GAccPTPost_1,GAccPTRet_1,GAccRank_1,CrimeCount_1,CrimeRate_1,CrimeRank_1,HouseNumOC_1,HouseNumNC_1,HouseOCrat_1,HouseNCrat_1,HouseRank_1,Shape_Leng_1,Shape_Area_1,Shape_Length,Shape_Area,GS_Ratio,VDL_Ratio,OBJECTID,DataZone_12,FREQUENCY,SUM_GreenArea,GreenRatio,VDL_Ratio16,VDL_Ratio20,VDL_Change,vdl_2016_summary_Rowid,vdl_2016_summary_OBJECTID,vdl_2016_summary_GLA_MAST_2,vdl_2016_summary_FREQUENCY,vdl_2016_summary_SUM_VDL_AREA,vdl_2020_summary_Rowid,vdl_2020_summary_OBJECTID,vdl_2020_summary_GLA_MAST_2,vdl_2020_summary_FREQUENCY,vdl_2020_summary_SUM_VDL_AREA
1,110,S01009868,Kinning Park and Festival Park - 03,Glasgow City,832,629,4102,3,6,12,59,10%,85,3352.000000000000000,5%,29,4800.000000000000000,90,66,55,197,15%,4%,81,3556,80%,5.920000000000000,94,0%,5%,3724,3.710000000000000,1.670000000000000,2.370000000000000,2.080000000000000,7.330000000000000,2.120000000000000,5.530000000000000,7.870000000000000,6.960000000000000,0%,5736,21,254,2701.000000000000000,148,61,23%,9%,276.000000000000000,1652.567818010000110,373,256500,664500,1,24,24.042539999999999,20.265000000000001,-3.777500000000000,110,S01009868,Glasgow City,723.000000000000000,547.000000000000000,2839.000000000000000,3.000000000000000,5.000000000000000,9.000000000000000,41.000000000000000,0.150000000000000,105.000000000000000,2356.000000000000000,0.080000000000000,45.000000000000000,3668.000000000000000,115.000000000000000,103.587708348999996,81.757387689500007,244.000000000000000,0.154910096819000,0.117647058824000,96.546400588400004,2411.000000000000000,0.809917355400000,5.750000000000000,94.436804008199999,0.140000000000000,0.065217390000000,3163.000000000000000,3.427673078760000,1.503089075600000,2.272693394780000,1.556907606780000,2.402371603380000,5.836727450000000,5.256230630700000,7.607633602100000,6.344556957530000,5544.000000000000000,34.051282051299999,470.972089229000005,1296.000000000000000,148.000000000000000,61.000000000000000,0.229813664596000,0.094720496894400,276.000000000000000,1652.567818010000110,62622.656981599997380,1652.567818014909108,62622.656981599997380,0.055611720164144,0.026686439702800,109,S01009868,17,43677.333793317207892,0.055611708834812,0.010521273509133,0.002813738483705,-0.007707535025427,69,0,S01009868,1,658.870101972000043,46,0,S01009868,1,176.203779900999990
1,113,S01009871,Kingston West and Dumbreck - 01,Glasgow City,947,643,1013,1,2,3,15,24%,227,963.000000000000000,19%,120,808.000000000000000,170,468,382,109,23%,7%,122,868,73%,5.530000000000000,130,10%,14%,2278,5.050000000000000,2.580000000000000,2.730000000000000,1.540000000000000,2.670000000000000,3.590000000000000,7.260000000000000,9.320000000000000,7.890000000000000,0%,4758,41,435,1302.000000000000000,237,78,24%,8%,287.000000000000000,6239.307070500000009,373,257500,663500,1,24,16.389330000000001,13.739150000000000,-2.650200000000000,113,S01009871,Glasgow City,940.000000000000000,615.000000000000000,810.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,12.000000000000000,0.270000000000000,255.000000000000000,672.000000000000000,0.240000000000000,150.000000000000000,546.000000000000000,180.000000000000000,216.800948916999999,214.800255956999990,97.000000000000000,0.217021276596000,0.125000000000000,108.640677908000001,1136.000000000000000,0.776470588200000,5.090909090000000,129.707810118999987,0.080000000000000,0.150943400000000,2633.000000000000000,4.237629467990000,2.583025453510000,2.792019832270000,1.881601270790000,3.186836556660000,3.815704963330000,6.846618366920000,8.834990006150001,7.543498461810000,3898.000000000000000,55.082956259400000,585.988896376999946,852.000000000000000,237.000000000000000,78.000000000000000,0.240853658537000,0.079268292682900,287.000000000000000,6239.307070500000009,684121.131101000006311,6239.307070503004070,684121.131101000006311,0.024294557815390,0.105850062272000,112,S01009871,10,19080.897119093002402,0.024294552866145,0.137623015856384,0.078551377892998,-0.059071637963385,72,0,S01009871,1,94150.813273199994001,47,0,S01009871,1,53738.657493699996849
1,115,S01009873,Kingston West and Dumbreck - 03,Glasgow City,1008,703,2645,2,4,8,38,15%,148,2304.000000000000000,9%,65,2958.000000000000000,115,230,136,139,17%,10%,113,2279,84%,5.730000000000000,99,0%,19%,4628,2.310000000000000,2.350000000000000,3.100000000000000,3.240000000000000,4.810000000000000,2.980000000000000,8.680000000000000,10.449999999999999,10.050000000000001,4%,3574,52,518,939.000000000000000,180,25,20%,3%,873.000000000000000,3239.002808900000218,373,255500,664500,1,24,23.395035000000000,19.647780000000001,-3.747300000000000,115,S01009873,Glasgow City,919.000000000000000,605.000000000000000,1863.000000000000000,2.000000000000000,3.000000000000000,6.000000000000000,27.000000000000000,0.180000000000000,170.000000000000000,1687.000000000000000,0.140000000000000,85.000000000000000,2004.000000000000000,125.000000000000000,272.420460746999993,144.167562400999998,121.000000000000000,0.166485310120000,0.073170731707300,136.573578462999990,1656.000000000000000,0.871287128700000,4.850000000000000,98.932030205399997,0.020000000000000,0.170940170000000,3751.000000000000000,2.204787659910000,2.299726400440000,2.859132001260000,2.938680267330000,3.997700066810000,5.222696239440000,8.305388840239999,9.386166405699999,9.013625516030000,3297.000000000000000,67.101055806900007,730.152946756999995,535.000000000000000,180.000000000000000,25.000000000000000,0.197152245345000,0.027382256297900,873.000000000000000,3239.002808900000218,382653.223164999973960,3239.002808897217164,382653.223164999973960,0.030456398352172,0.096705501814500,114,S01009873,9,23920.394353223498911,0.030456392147931,0.129151660616720,0.080375552979304,-0.048776107637415,74,0,S01009873,1,49420.299212099998840,48,0,S01009873,1,30755.964411199998722
1,122,S01009880,Pollokshields West - 06,Glasgow City,792,503,3694,3,6,11,53,12%,97,2841.000000000000000,6%,28,4357.000000000000000,100,21,17,88,14%,4%,109,3783,70%,5.840000000000000,104,1%,20%,3548,3.810000000000000,3.100000000000000,3.550000000000000,1.660000000000000,2.560000000000000,4.350000000000000,8.740000000000000,11.380000000000001,9.490000000000000,0%,3948,18,228,2990.000000000000000,168,25,21%,3%,678.000000000000000,2321.470171349999873,373,256500,663500,1,24,16.853000000000002,13.952529999999999,-2.900500000000000,122,S01009880,Glasgow City,826.000000000000000,535.000000000000000,3940.000000000000000,3.000000000000000,6.000000000000000,12.000000000000000,57.000000000000000,0.130000000000000,105.000000000000000,2723.000000000000000,0.050000000000000,30.000000000000000,4805.000000000000000,90.000000000000000,45.342920843800002,0.000000000000000,101.000000000000000,0.111380145278000,0.074074074074100,103.364135085000001,4040.000000000000000,0.757352941200000,5.555555560000000,103.701906711000007,0.020000000000000,0.189189190000000,3866.000000000000000,3.118238214870000,2.999287630800000,3.534680072380000,2.661101081970000,3.954949443220000,2.545069837660000,8.161348808370001,10.747980013699999,8.675527032680000,3250.000000000000000,6.009049773760000,72.748786607200003,5829.000000000000000,168.000000000000000,25.000000000000000,0.213197969543000,0.031725888324900,678.000000000000000,2321.470171349999873,171733.478784000006272,2321.470171348267286,171733.478784000006272,0.000000000000000,0.074430447186600,,,,,0.000000000000000,0.080440241477173,0.080440241477173,0.000000000000000,78,0,S01009880,1,13814.282503099999303,49,0,S01009880,1,13814.282503099999303
1,123,S01009881,Pollokshields East - 01,Glasgow City,550,401,2434,2,4,7,35,14%,78,2399.500000000000000,8%,31,3490.000000000000000,105,49,62,98,13%,8%,124,3210,62%,5.350000000000000,211,1%,13%,1033,4.770000000000000,1.030000000000000,1.160000000000000,1.330000000000000,3.760000000000000,1.440000000000000,2.480000000000000,3.230000000000000,3.000000000000000,0%,6957,23,420,1382.000000000000000,240,19,45%,4%,38.000000000000000,2941.706920359999913,373,258500,663500,1,24,19.577800000000000,16.331250000000001,-3.246500000000000,123,S01009881,Glasgow City,509.000000000000000,374.000000000000000,2163.000000000000000,2.000000000000000,4.000000000000000,7.000000000000000,32.000000000000000,0.200000000000000,105.000000000000000,1423.000000000000000,0.100000000000000,35.000000000000000,3130.000000000000000,110.000000000000000,0.000000000000000,0.000000000000000,129.000000000000000,0.129666011788000,0.104166666667000,119.524174965000000,3717.000000000000000,0.647577092500000,5.423076920000000,211.282859835000011,0.020000000000000,0.136363640000000,1604.000000000000000,3.077770083810000,0.696894912547000,1.455293554530000,1.072296393480000,1.008219657480000,4.508157486210000,1.735681819640000,5.094280232990000,2.791306879710000,6960.000000000000000,25.037707390600001,491.899948735999999,1177.000000000000000,240.000000000000000,19.000000000000000,0.454545454545000,0.035984848484800,38.000000000000000,2941.706920359999913,161440.764304000011180,2941.706920359250944,161440.764304000011180,0.018317911173839,0.586167866978000,121,S01009881,12,14386.850799822997942,0.018317907441778,0.743812766030275,0.568147263272263,-0.175665502758013,79,0,S01009881,1,120081.701446999999462,50,0,S01009881,1,91722.128419899992878
1,124,S01009882,Pollokshields East - 02,Glasgow City,1279,1050,3521,3,6,11,51,10%,124,3474.000000000000000,6%,58,4343.000000000000000,85,86,7,68,12%,13%,59,4985,78%,4.570000000000000,75,10%,6%,1898,2.490000000000000,1.860000000000000,2.900000000000000,2.350000000000000,3.740000000000000,2.830000000000000,4.300000000000000,7.440000000000000,5.670000000000000,12%,5223,53,416,1409.000000000000000,445,35,41%,3%,69.000000000000000,2327.390391020000152,373,258500,663500,1,24,19.577800000000000,16.331250000000001,-3.246500000000000,124,S01009882,Glasgow City,1215.000000000000000,977.000000000000000,3372.000000000000000,3.000000000000000,5.000000000000000,10.000000000000000,49.000000000000000,0.150000000000000,185.000000000000000,2242.000000000000000,0.070000000000000,70.000000000000000,4067.000000000000000,80.000000000000000,80.167256422799994,0.000000000000000,109.000000000000000,0.109465020576000,0.033707865168500,79.548551700299996,4522.000000000000000,0.783783783800000,6.000000000000000,74.514906655000004,0.060000000000000,0.081395350000000,4113.000000000000000,1.972277819330000,0.948832899219000,2.644896688160000,1.485760602680000,2.014141732780000,4.469638416670000,2.261487589040000,8.089476624580000,5.622557394650000,6680.000000000000000,55.082956259400000,453.357664687000010,1382.000000000000000,445.000000000000000,35.000000000000000,0.408631772268000,0.032139577594100,69.000000000000000,2327.390391020000152,137753.845650000002934,2327.390391020138395,137753.845650000002934,0.029176032832593,0.465135914349000,122,S01009882,31,22914.797834160213824,0.029176026888273,0.590184874047471,0.462823486962304,-0.127361387085167,80,0,S01009882,1,81300.236044499994023,51,0,S01009882,1,63755.715186200002790
1,125,S01009883,Pollokshields East - 03,Glasgow City,809,553,3407,3,5,10,49,11%,88,3183.000000000000000,6%,33,4141.000000000000000,110,78,14,55,13%,12%,95,3737,71%,5.650000000000000,166,4%,16%,2294,4.140000000000000,1.490000000000000,1.880000000000000,1.910000000000000,3.820000000000000,1.220000000000000,3.190000000000000,5.670000000000000,2.480000000000000,1%,6486,28,348,1839.000000000000000,375,49,46%,6%,25.000000000000000,1651.882780659999980,373,257500,663500,1,24,16.389330000000001,13.739150000000000,-2.650200000000000,125,S01009883,Glasgow City,831.000000000000000,567.000000000000000,3230.000000000000000,3.000000000000000,5.000000000000000,10.000000000000000,47.000000000000000,0.150000000000000,120.000000000000000,2386.000000000000000,0.080000000000000,45.000000000000000,3673.000000000000000,95.000000000000000,39.799939527699998,0.000000000000000,54.000000000000000,0.117930204573000,0.100000000000000,92.877809271600000,4407.000000000000000,0.753676470600000,5.714285710000000,166.246545642000001,0.030000000000000,0.127659570000000,2876.000000000000000,2.619847980280000,1.215215586650000,2.110934478060000,1.318368870740000,1.076775882650000,4.032566869190000,3.409623742790000,6.384004810480000,2.434960561830000,6826.000000000000000,24.036199095000001,289.244273104999991,2554.000000000000000,375.000000000000000,49.000000000000000,0.455097087379000,0.059466019417500,25.000000000000000,1651.882780659999980,74703.591874899997492,1651.882780662446066,74703.591874899997492,0.022565423645268,0.108042798330000,123,S01009883,12,17722.838599753402377,0.022565419047778,0.145249463945063,0.098370194871702,-0.046879269073361,81,0,S01009883,1,10850.656674600000770,52,0,S01009883,1,7348.606890349999958
1,126,S01009884,Pollokshields East - 04,Glasgow City,773,558,2051,2,3,6,30,21%,165,1259.000000000000000,10%,53,2858.000000000000000,115,79,14,86,14%,9%,116,3175,65%,5.580000000000000,147,2%,11%,1922,3.480000000000000,1.430000000000000,2.570000000000000,2.210000000000000,3.400000000000000,2.090000000000000,4.540000000000000,8.220000000000001,5.910000000000000,10%,5685,33,429,1332.000000000000000,339,18,42%,2%,73.000000000000000,2257.090710209999997,373,257500,663500,1,24,16.389330000000001,13.739150000000000,-2.650200000000000,126,S01009884,Glasgow City,732.000000000000000,534.000000000000000,1878.000000000000000,2.000000000000000,3.000000000000000,6.000000000000000,27.000000000000000,0.200000000000000,145.000000000000000,1510.000000000000000,0.120000000000000,65.000000000000000,2502.000000000000000,130.000000000000000,76.890547670600000,25.136471054000001,83.000000000000000,0.146174863388000,0.085714285714300,116.045424134000001,2765.000000000000000,0.628571428600000,4.928571430000000,146.967371535000012,0.060000000000000,0.064285710000000,1173.000000000000000,3.115473478220000,1.406357686260000,2.523214684380000,1.802636619920000,1.660361283740000,3.609099989660000,4.567398783910000,8.779214744190000,5.762404887080000,6153.000000000000000,32.048265460000003,437.817834152999978,1471.000000000000000,339.000000000000000,18.000000000000000,0.415950920245000,0.022085889570600,73.000000000000000,2257.090710209999997,71744.752879099993152,2257.090710211491569,71744.752879099993152,0.025193986357663,0.056325084900500,124,S01009884,19,19787.306496726901969,0.025193981224411,0.037354904604190,0.033381700837214,-0.003973203766976,82,0,S01009884,1,2680.018399649999992,53,0,S01009884,1,2394.961877249999816
1,138,S01009896,Govanhill East and Aikenhead - 03,Glasgow City,1167,716,587,1,1,2,9,28%,322,603.000000000000000,22%,155,495.000000000000000,200,271,441,131,22%,9%,141,556,70%,5.500000000000000,205,7%,4%,834,2.230000000000000,2.010000000000000,2.100000000000000,1.820000000000000,3.020000000000000,3.690000000000000,6.710000000000000,6.200000000000000,7.260000000000000,0%,6070,38,327,2001.000000000000000,343,34,36%,4%,125.000000000000000,2403.360623659999874,373,259500,662500,1,24,18.705224999999999,15.804510000000001,-2.900700000000000,138,S01009896,Glasgow City,1020.000000000000000,675.000000000000000,538.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,8.000000000000000,0.310000000000000,315.000000000000000,407.000000000000000,0.230000000000000,155.000000000000000,662.000000000000000,185.000000000000000,360.257868405000011,881.843517184000007,130.000000000000000,0.233333333333000,0.076923076923100,147.620912726000000,439.000000000000000,0.712538226300000,5.120000000000000,204.896998400000001,0.070000000000000,0.030674850000000,838.000000000000000,1.672601446800000,1.685186348480000,1.737422516120000,1.415846583090000,3.542769824380000,3.859616791210000,6.715242805190000,6.195537229210000,10.881466919699999,5699.000000000000000,41.061840120699998,402.567060007000009,1666.000000000000000,343.000000000000000,34.000000000000000,0.357664233577000,0.035453597497400,125.000000000000000,2403.360623659999874,91002.249029400001746,2403.360623661187219,91002.249029400001746,0.027875877700501,0.000000000000000,136,S01009896,47,21893.658594265012653,0.027875872021734,0.212442333397213,0.015602445039037,-0.196839888358176,86,0,S01009896,1,19332.730128200000763,54,0,S01009896,1,1419.857588910000004
1,140,S01009898,Govanhill East and Aikenhead - 05,Glasgow City,682,426,685,1,1,2,10,28%,189,594.000000000000000,18%,76,930.000000000000000,220,291,722,187,22%,8%,144,310,69%,5.290000000000000,190,5%,10%,1186,2.060000000000000,2.160000000000000,2.220000000000000,1.660000000000000,2.760000000000000,3.450000000000000,5.640000000000000,5.250000000000000,6.990000000000000,1%,5923,29,427,1343.000000000000000,232,9,38%,1%,120.000000000000000,3463.281417409999904,373,259500,662500,1,24,18.705224999999999,15.804510000000001,-2.900700000000000,140,S01009898,Glasgow City,658.000000000000000,398.000000000000000,296.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5.000000000000000,0.360000000000000,235.000000000000000,185.000000000000000,0.230000000000000,95.000000000000000,618.000000000000000,230.000000000000000,301.063172135999991,216.784846417000011,175.000000000000000,0.199088145897000,0.111111111111000,146.642215469000007,367.000000000000000,0.692682926800000,4.428571430000000,190.345920016999997,0.240000000000000,0.020833330000000,204.000000000000000,1.278341784980000,1.514441709270000,1.541357836740000,0.985232551643000,3.416524481230000,3.454581875000000,5.652332246680000,5.262939321920000,10.088242817599999,6350.000000000000000,35.052790346899997,532.717178524000019,1010.000000000000000,232.000000000000000,9.000000000000000,0.379705400982000,0.014729950900200,120.000000000000000,3463.281417409999904,213559.739422999991802,3463.281417413727468,213559.739422999991802,0.017052940068001,0.052894129503600,138,S01009898,11,13393.345023522600968,0.017052936593998,0.273366449921378,0.063939703791048,-0.209426746130330,87,0,S01009898,1,58380.067812200002663,55,0,S01009898,1,13654.946480399999928
1,143,S01009901,Battlefield - 03,Glasgow City,886,735,5785,5,9,17,83,5%,44,5014.000000000000000,3%,25,5522.000000000000000,60,81,0,54,16%,4%,59,5446,94%,6.170000000000000,40,0%,10%,6451,4.130000000000000,1.530000000000000,1.640000000000000,2.410000000000000,4.360000000000000,3.590000000000000,3.430000000000000,4.140000000000000,9.080000000000000,9%,5263,28,318,2088.000000000000000,112,29,13%,3%,1816.000000000000000,1815.140737680000029,373,258500,661500,1,24,16.168710000000001,13.689299999999999,-2.479400000000000,143,S01009901,Glasgow City,883.000000000000000,697.000000000000000,5338.000000000000000,4.000000000000000,8.000000000000000,16.000000000000000,77.000000000000000,0.080000000000000,70.000000000000000,4060.000000000000000,0.040000000000000,30.000000000000000,5343.000000000000000,60.000000000000000,57.272836000600002,37.887782850199997,78.000000000000000,0.127972819932000,0.076923076923100,74.636179528300005,4949.000000000000000,0.894736842100000,6.076923080000000,39.793665008399998,0.020000000000000,0.116279070000000,6035.000000000000000,3.392533281830000,1.252636121470000,1.509895846680000,1.361448989640000,2.420801529510000,4.197874154470000,3.432771987730000,4.045315412320000,8.943342039710000,6493.000000000000000,31.046757164399999,351.605403899999999,1992.000000000000000,112.000000000000000,29.000000000000000,0.129629629630000,0.033564814814800,1816.000000000000000,1815.140737680000029,59372.971664500000770,1815.140737677136713,59372.971664500000770,0.120587635970814,0.286962512813000,141,S01009901,46,94709.288117603005958,0.120587611406682,0.222717597039302,0.256948118229724,0.034230521190422,88,0,S01009901,1,13223.405578199999582,56,0,S01009901,1,15255.773342899999989
1,144,S01009902,Battlefield - 04,Glasgow City,859,512,1623,2,3,5,24,20%,170,1470.500000000000000,16%,81,1242.000000000000000,170,166,253,116,25%,15%,110,1116,79%,5.950000000000000,137,3%,11%,3273,2.040000000000000,2.270000000000000,2.400000000000000,2.810000000000000,2.580000000000000,1.900000000000000,7.600000000000000,6.350000000000000,5.530000000000000,0%,6311,26,304,2196.000000000000000,171,25,19%,3%,970.000000000000000,3348.011002530000042,373,259500,661500,1,24,14.836515000000000,12.507600000000000,-2.328900000000000,144,S01009902,Glasgow City,877.000000000000000,524.000000000000000,1281.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,19.000000000000000,0.250000000000000,215.000000000000000,889.000000000000000,0.200000000000000,105.000000000000000,963.000000000000000,175.000000000000000,270.607896188999973,142.617040269999990,105.000000000000000,0.244013683010000,0.000000000000000,127.531835563000001,903.000000000000000,0.809782608700000,5.684210530000000,137.162690649000012,0.030000000000000,0.112244900000000,3426.000000000000000,1.871619125820000,2.062571916300000,2.208432729580000,2.231169153730000,2.206297736320000,2.358991483720000,7.544638980790000,6.347026747870000,8.232573866059999,5767.000000000000000,20.030165912499999,228.394138112999997,3203.000000000000000,171.000000000000000,25.000000000000000,0.188325991189000,0.027533039647600,970.000000000000000,3348.011002530000042,236301.888979000010295,3348.011002532147813,236301.888979000010295,0.221197781987751,0.323479982053000,142,S01009902,40,173728.295578537974507,0.221197736926883,0.321527731121743,0.321444806980575,-0.000082924141168,89,0,S01009902,1,75977.610223199997563,57,0,S01009902,1,75958.015092000001459
1,146,S01009904,Battlefield - 06,Glasgow City,835,635,3747,3,6,11,54,11%,96,3035.000000000000000,6%,35,4329.000000000000000,110,124,28,126,16%,9%,110,2876,0%,6.560000000000000,69,6%,10%,5783,2.910000000000000,1.500000000000000,1.870000000000000,2.380000000000000,3.900000000000000,3.320000000000000,3.920000000000000,4.730000000000000,8.740000000000000,10%,5529,61,734,462.000000000000000,84,32,11%,4%,2218.000000000000000,4878.631951350000236,373,258500,661500,1,24,16.168710000000001,13.689299999999999,-2.479400000000000,146,S01009904,Glasgow City,803.000000000000000,591.000000000000000,3427.000000000000000,3.000000000000000,5.000000000000000,10.000000000000000,50.000000000000000,0.150000000000000,120.000000000000000,2261.000000000000000,0.060000000000000,35.000000000000000,4405.000000000000000,110.000000000000000,88.512487967699997,24.659228945700001,96.000000000000000,0.165628891656000,0.033333333333300,100.464492456000002,3052.000000000000000,0.863636363600000,6.454545450000000,69.029383638400006,0.020000000000000,0.135802470000000,5929.000000000000000,2.694556445470000,1.248108061070000,1.618730861310000,1.648340271980000,2.104285264670000,3.383342500000000,4.019633280080000,4.686485936830000,8.676409418940001,6563.000000000000000,73.110105580699994,910.462086933000023,331.000000000000000,84.000000000000000,32.000000000000000,0.107142857143000,0.040816326530600,2218.500000000000000,4878.631951350000236,592827.836218000040390,4878.631951354873308,592827.836218000040390,0.529937496422807,0.331492472673000,144,S01009904,163,416211.849816666974220,0.529937388466338,0.051780849842907,0.272946184602738,0.221165334759831,90,0,S01009904,1,30697.129169899999397,59,0,S01009904,1,161810.096022000012454
1,155,S01009913,Maxwell Park - 02,Glasgow City,704,467,5055,4,8,15,73,4%,28,5459.000000000000000,2%,11,6217.000000000000000,60,91,0,71,11%,3%,89,5187,80%,5.400000000000000,84,0%,20%,4255,4.230000000000000,3.440000000000000,4.570000000000000,3.570000000000000,2.660000000000000,5.150000000000000,11.680000000000000,14.890000000000001,15.260000000000000,8%,1523,31,442,1269.000000000000000,63,0,9%,0%,4195.000000000000000,11087.838227099999131,373,255500,662500,1,24,12.042285000000000,9.997610999999999,-2.044700000000000,155,S01009913,Glasgow City,731.000000000000000,503.000000000000000,4922.000000000000000,4.000000000000000,8.000000000000000,15.000000000000000,71.000000000000000,0.060000000000000,45.000000000000000,4560.000000000000000,0.030000000000000,15.000000000000000,5833.000000000000000,60.000000000000000,66.246147032899998,0.000000000000000,56.000000000000000,0.109439124487000,0.048780487804900,95.105044937700001,5049.000000000000000,0.794871794900000,6.066666670000000,84.095499105299993,0.000000000000000,0.232000000000000,5457.000000000000000,3.657500783730000,3.335946081020000,4.291502118440000,3.654903115700000,4.694986738870000,3.922993269910000,11.353310187800000,14.703355341500000,15.005723229000001,1334.000000000000000,23.034690799400000,315.112049238999987,2289.000000000000000,63.000000000000000,0.000000000000000,0.087621696801100,0.000000000000000,4195.000000000000000,11087.838227099999131,2197805.673930000048131,11087.838227147862199,2197805.673930000048131,0.771491001517116,0.004369803410050,153,S01009913,9,605927.489607939845882,0.771490844348222,0.019755946397144,0.002687004394083,-0.017068942003061,91,0,S01009913,1,43419.731085500003246,61,0,S01009913,1,5905.513503189999938
1,171,S01009929,Langside - 03,Glasgow City,570,347,5896,5,9,17,85,6%,32,4758.000000000000000,3%,9,6071.000000000000000,65,145,25,91,13%,9%,79,4619,92%,5.570000000000000,38,2%,29%,6131,3.030000000000000,2.150000000000000,2.450000000000000,1.770000000000000,3.870000000000000,3.970000000000000,5.850000000000000,6.610000000000000,12.369999999999999,2%,4764,6,106,5003.000000000000000,56,22,11%,4%,1983.000000000000000,1535.254472829999941,373,257500,661500,1,24,14.371660000000000,12.025200000000000,-2.346500000000000,171,S01009929,Glasgow City,533.000000000000000,345.000000000000000,5898.000000000000000,5.000000000000000,9.000000000000000,17.000000000000000,85.000000000000000,0.060000000000000,30.000000000000000,4832.000000000000000,0.040000000000000,15.000000000000000,5724.000000000000000,70.000000000000000,27.823953536699999,0.000000000000000,27.000000000000000,0.140712945591000,0.032258064516100,60.428910320999996,5787.000000000000000,0.926605504600000,5.900000000000000,37.768300252200000,0.140000000000000,0.200000000000000,5969.000000000000000,3.045406434870000,2.061481265030000,2.445536083110000,1.379636718720000,3.055015839180000,4.101852540540000,6.166984011990000,6.510676353150000,11.769864757500001,5008.000000000000000,11.016591251900000,206.690267390000002,3483.500000000000000,56.000000000000000,22.000000000000000,0.112224448898000,0.044088176352700,1983.000000000000000,1535.254472829999941,67986.452049900006386,1535.254472827083873,67986.452049900006386,0.166746436717503,0.020953398877800,169,S01009929,65,130962.317905632517068,0.166746402748935,0.013428295811332,0.012949156660651,-0.000479139150681,94,0,S01009929,1,912.942189288999998,65,0,S01009929,1,880.367218395999998
1,175,S01009933,Pollokshaws - 01,Glasgow City,932,690,746,1,2,3,11,29%,266,525.000000000000000,22%,152,457.000000000000000,175,324,218,126,25%,0%,115,939,86%,5.590000000000000,121,3%,5%,3147,1.590000000000000,1.280000000000000,1.990000000000000,2.280000000000000,4.660000000000000,3.110000000000000,5.500000000000000,7.250000000000000,9.330000000000000,1%,5754,44,474,1116.000000000000000,237,42,26%,5%,326.000000000000000,1367.072388790000105,373,256500,661500,1,24,13.728904999999999,11.299899999999999,-2.429000000000000,175,S01009933,Glasgow City,955.000000000000000,693.000000000000000,949.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,14.000000000000000,0.270000000000000,260.000000000000000,638.000000000000000,0.230000000000000,160.000000000000000,641.000000000000000,160.000000000000000,308.512818095000000,125.948462512000006,135.000000000000000,0.220942408377000,0.066666666666700,118.135344544999995,1078.000000000000000,0.818181818200000,5.230769230000000,121.006813813999997,0.120000000000000,0.075268820000000,2502.000000000000000,1.606281690590000,1.480173243780000,1.622937291860000,1.664196730950000,2.400028126510000,3.678947711710000,5.509097889310000,6.844884495270000,9.055654491129999,6171.000000000000000,20.030165912499999,209.739957199000003,3439.000000000000000,237.000000000000000,42.000000000000000,0.260726072607000,0.046204620462000,326.000000000000000,1367.072388790000105,57641.946530399996846,1367.072388785358953,57641.946530399996846,0.051044072242661,0.090091854408200,173,S01009933,22,40089.912251317509799,0.051044061844145,0.000551086318260,0.083020765118613,0.082469678800353,95,0,S01009933,1,31.765688090800001,66,0,S01009933,1,4785.478503880000062
